url_path,views_total,views_unique
/quic/upstream-wifi-fw,60,44
/quic/upstream-wifi-fw/tree/main/ath11k-firmware,46,29
/quic/upstream-wifi-fw/tree/main/ath12k-firmware,32,16
/quic/upstream-wifi-fw/tree/main/ath12k-firmware/QCN9274,25,9
/quic/upstream-wifi-fw/tree/main/ath12k-firmware/QCN9274/hw2.0,24,7
/quic/upstream-wifi-fw/tree/main/ath11k-firmware/IPQ5018_QCN6122_QCN6122/hw1.0,18,11
/quic/upstream-wifi-fw/tree/main/ath12k-firmware/QCN9274/hw2.0/1.3.1/WLAN.WBE.1.3.1-00130-QCAHKSWPL_SILICONZ-1,15,3
/quic/upstream-wifi-fw/tree/main,10,9
/quic/upstream-wifi-fw/tree/main/ath11k-firmware/IPQ5018_QCN6122_QCN6122/hw1.0/2.7.0.1/WLAN.HK.2.7.0.1-01744-QCAHKSWPL_SILICONZ-1,10,8
/quic/upstream-wifi-fw/issues/3,9,3
