referrer,views_total,views_unique
github.com,39,19
Google,25,8
Bing,6,6
news.ycombinator.com,6,2
confluence.qualcomm.com,2,1
inside-docupedia.bosch.com,2,1
statics.teams.cdn.office.net,2,1
lore.kernel.org,2,1
