referrer,views_total,views_unique
github.com,54,21
Google,32,7
Bing,14,5
teams.microsoft.com,11,1
qualcomm.com,5,3
cn.bing.com,4,1
confluence.qualcomm.com,3,2
corpconfluence.katim.com,3,1
statics.teams.cdn.office.net,1,1
