referrer,views_total,views_unique
Google,131,39
github.com,112,12
Bing,18,3
kap.kpit.com,16,9
DuckDuckGo,4,4
cn.bing.com,4,2
statics.teams.cdn.office.net,2,2
qualcomm.com,2,1
usc-word-view.officeapps.live.com,1,1
chatgpt.com,1,1
