url_path,views_total,views_unique
/quic/qbox,145,75
/quic/qbox/issues,63,9
/quic/qbox/tree/main/platforms,41,6
/quic/qbox/tree/main/platforms/cortex-m55-remote,33,4
/quic/qbox/issues/11,32,4
/quic/qbox/tags,28,2
/quic/qbox/tree/main,18,4
/quic/qbox/actions,15,1
/quic/qbox/issues/7,13,5
/quic/qbox/issues/9,12,4
