referrer,views_total,views_unique
github.com,75,14
Google,60,25
Bing,39,7
statics.teams.cdn.office.net,8,3
ade-conf.hmckmc.co.kr,3,1
qualcomm.com,3,1
Baidu,2,2
cn.bing.com,1,1
chatgpt.com,1,1
yandex.ru,1,1
