url_path,views_total,views_unique
/quic/quic-usb-drivers,68,35
/quic/quic-usb-drivers/tree/master/GobiSerial,11,4
/quic/quic-usb-drivers/blob/master/LICENSE,8,3
/quic/quic-usb-drivers/tree/master,6,5
/quic/quic-usb-drivers/tree/master/rmnet,5,3
/quic/quic-usb-drivers/blob/master/README.md,5,2
/quic/quic-usb-drivers/blob/master/QdssDiag/qtiEvt.c,4,3
/quic/quic-usb-drivers/blob/master/docs/images/logo-quic-on%40h68.png,3,3
/quic/quic-usb-drivers/commit/e0640cada1f1840e865c19b5c2f5d01e66e3ae25,3,3
/quic/quic-usb-drivers/tree/master/examples,3,3
