referrer,views_total,views_unique
quic.github.io,216,43
Google,142,43
qualcomm.com,51,20
aws.amazon.com,49,2
statics.teams.cdn.office.net,40,8
Bing,26,4
ghtk.me,18,1
github.com,7,5
github.qualcomm.com,7,3
jira-dc.qualcomm.com,5,1
