referrer,views_total,views_unique
Google,391,48
quic.github.io,152,26
statics.teams.cdn.office.net,118,16
Bing,75,7
qualcomm.com,50,18
github.com,38,8
confluence.qualcomm.com,9,2
sycamore-1.inkton.com.au,8,1
docs.qualcomm.com,5,1
jira-dc.qualcomm.com,4,4
