referrer,views_total,views_unique
quic.github.io,219,41
Google,163,50
statics.teams.cdn.office.net,114,18
Bing,89,8
qualcomm.com,61,25
github.com,18,6
ghtk.me,16,1
github.qualcomm.com,13,2
docs.qualcomm.com,12,4
confluence.qualcomm.com,3,1
