referrer,views_total,views_unique
Google,110,49
github.com,74,9
statics.teams.cdn.office.net,23,4
Bing,8,4
cn.bing.com,6,1
lkml.org,5,1
lore.kernel.org,3,1
DuckDuckGo,2,2
confluence.qualcomm.com,1,1
discourse.ubuntu.com,1,1
