referrer,views_total,views_unique
github.com,145,15
Google,134,53
statics.teams.cdn.office.net,118,22
Bing,24,10
m365.cloud.microsoft,8,3
chatgpt.com,6,1
confluence.qualcomm.com,4,2
usc-word-edit.officeapps.live.com,3,1
