referrer,views_total,views_unique
Google,609,178
statics.teams.cdn.office.net,64,18
Bing,60,21
youtube.com,51,3
github.com,40,11
docs.qualcomm.com,18,7
perplexity.ai,9,2
search.brave.com,8,3
chatgpt.com,7,4
qualcomm.com,6,4
