referrer,views_total,views_unique
Google,563,180
Bing,84,27
wpgdadatong.com,84,8
github.com,67,22
docs.qualcomm.com,46,13
qualcomm.com,25,5
mail.google.com,23,4
perplexity.ai,20,2
statics.teams.cdn.office.net,18,9
chatgpt.com,14,5
