referrer,views_total,views_unique
statics.teams.cdn.office.net,137,23
Google,133,48
jira-dc.qualcomm.com,48,9
github.com,39,17
bbs.csdn.net,23,8
Bing,18,8
cn.bing.com,12,4
github.qualcomm.com,10,2
docs.qualcomm.com,6,3
teams.microsoft.com,4,1
