referrer,views_total,views_unique
Google,120,35
github.com,63,12
Bing,34,13
statics.teams.cdn.office.net,34,9
cn.bing.com,5,3
docs.qualcomm.com,4,3
aihub.qualcomm.com,2,1
yandex.ru,2,1
chatgpt.com,1,1
Baidu,1,1
