referrer,views_total,views_unique
github.com,514,47
statics.teams.cdn.office.net,408,51
Google,100,35
Bing,28,13
quic.github.io,27,15
confluence.qualcomm.com,16,4
qualcomm.com,8,6
teams.microsoft.com,8,1
search.brave.com,7,1
jira-dc.qualcomm.com,6,6
