referrer,views_total,views_unique
github.com,472,38
Google,225,69
statics.teams.cdn.office.net,141,38
Bing,34,2
confluence.qualcomm.com,32,3
quic.github.io,27,10
linkedin.com,10,4
jira-dc.qualcomm.com,6,5
qualcomm.com,4,3
pytorch.org,2,1
