referrer,views_total,views_unique
github.com,761,46
statics.teams.cdn.office.net,430,58
Google,303,53
Bing,38,7
qualcomm.com,28,7
quic.github.io,24,6
jira-dc.qualcomm.com,5,2
linkedin.com,2,2
app.aihub.qualcomm.com,1,1
cn.bing.com,1,1
