referrer,views_total,views_unique
statics.teams.cdn.office.net,50,14
Google,27,16
github.com,24,5
Bing,22,8
docs.qualcomm.com,20,5
cn.bing.com,10,1
confluence.qualcomm.com,2,2
DuckDuckGo,1,1
