url_path,views_total,views_unique
/quic/ufs-tools,34,11
/quic/ufs-tools/tree/main/ufs-cli,10,8
/quic/ufs-tools/blob/main/ufs-cli/ufs_eom.c,4,3
/quic/ufs-tools/tree/main/scripts,3,3
/quic/ufs-tools/tree/main,2,2
/quic/ufs-tools/actions,2,1
/quic/ufs-tools/blob/main/ufs-cli/query_trans.c,2,1
/quic/ufs-tools/commits/main,2,1
/quic/ufs-tools/security,2,1
/quic/ufs-tools/blob/main/README.md,1,1
