time_iso8601,stars_cumulative
2025-01-07 00:00:00+00:00,1
2025-01-20 00:00:00+00:00,2
2025-02-06 00:00:00+00:00,3
2025-03-11 00:00:00+00:00,4
2025-03-26 00:00:00+00:00,5
2025-05-21 00:00:00+00:00,6
2025-06-17 00:00:00+00:00,7
