referrer,views_total,views_unique
Google,525,119
github.com,96,18
Bing,65,20
statics.teams.cdn.office.net,38,4
qualcomm.com,26,14
confluence.qualcomm.com,20,3
cn.bing.com,19,10
disq.us,9,8
xdaforums.com,7,5
lore.kernel.org,7,4
