url_path,views_total,views_unique
/quic/sample-apps-for-robotics-platforms,145,109
/quic/sample-apps-for-robotics-platforms/tree/master/RB5,87,59
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x,78,40
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x/AI-ML-apps,45,24
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_4_x,26,16
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x/GStreamer-apps/cpp,23,16
/quic/sample-apps-for-robotics-platforms/tree/master,22,15
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x/AI-ML-apps/AI_Vision_Solutions,21,18
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x/GStreamer-apps/cpp/gst_camera,18,8
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x/AI-ML-apps/snpe_classification,17,14
