url_path,views_total,views_unique
/quic/gunyah-resource-manager/tree/develop/src,29,6
/quic/gunyah-resource-manager/tree/develop/platform/qemu,27,5
/quic/gunyah-resource-manager,25,16
/quic/gunyah-resource-manager/tree/develop,22,7
/quic/gunyah-resource-manager/blob/develop/platform/qemu/build.conf,16,4
/quic/gunyah-resource-manager/blob/develop/platform/qemu/src/platform_qemu.c,16,3
/quic/gunyah-resource-manager/tree/develop/config,15,2
/quic/gunyah-resource-manager/blob/develop/src/resource-manager.c,12,4
/quic/gunyah-resource-manager/tree/develop/config/arch,9,2
/quic/gunyah-resource-manager/tree/develop/config/platform,9,2
