url_path,views_total,views_unique
/quic/gunyah-resource-manager,32,23
/quic/gunyah-resource-manager/tree/develop/src,6,5
/quic/gunyah-resource-manager/tree/develop/include,5,1
/quic/gunyah-resource-manager/tree/develop/include/uapi,4,1
/quic/gunyah-resource-manager/blob/develop/src/resource-manager.c,3,3
/quic/gunyah-resource-manager/tree/develop/arch,3,3
/quic/gunyah-resource-manager/blob/develop/README.md,3,2
/quic/gunyah-resource-manager/tree/develop,3,2
/quic/gunyah-resource-manager/tree/develop/platform/qemu,3,2
/quic/gunyah-resource-manager/blob/develop/include/mem_region.h,3,1
