referrer,views_total,views_unique
Google,535,85
github.com,302,110
app.aihub.qualcomm.com,195,48
Bing,97,19
yandex.ru,55,3
statics.teams.cdn.office.net,52,21
huggingface.co,47,17
docs.qualcomm.com,43,11
qualcomm.com,18,10
usc-powerpoint.officeapps.live.com,16,3
