url_path,views_total,views_unique
/quic/android-on-snapdragon/tree/master/Display/stc_sample_code,55,8
/quic/android-on-snapdragon/tree/master/Display,38,9
/quic/android-on-snapdragon,35,31
/quic/android-on-snapdragon/tree/master/Camera,31,12
/quic/android-on-snapdragon/tree/master/video,28,9
/quic/android-on-snapdragon/blob/master/Display/stc_sample_code/Android.mk,19,1
/quic/android-on-snapdragon/tree/master/video/demos,12,3
/quic/android-on-snapdragon/tree/master,11,7
/quic/android-on-snapdragon/tree/master/Display/stc_sample_code/src,10,2
/quic/android-on-snapdragon/tree/master/video/demos/app,8,3
