referrer,views_total,views_unique
github.com,9,6
statics.teams.cdn.office.net,7,7
Google,6,1
jira-dc4.qualcomm.com,2,2
github.qualcomm.com,2,1
mail.google.com,1,1
llvm.org,1,1
docs.google.com,1,1
mail-archive.com,1,1
