url_path,views_total,views_unique
/quic/cbsp-boot-utilities,6,4
/quic/cbsp-boot-utilities/tree/main/uefi_capsule_generation,5,5
/quic/cbsp-boot-utilities/tree/main/uefi_sec,5,5
/quic/cbsp-boot-utilities/blob/main/uefi_sec/uefi_sec.c,4,4
/quic/cbsp-boot-utilities/blob/main/uefi_capsule_generation/FvUpdate_UFS.xml,4,3
/quic/cbsp-boot-utilities/tree/ba1ea8d0fdb24857553730aa247eb602c7b589ba/uefi_capsule_generation,2,2
/quic/cbsp-boot-utilities/blob/ba1ea8d0fdb24857553730aa247eb602c7b589ba/uefi_capsule_generation/README.md,1,1
/quic/cbsp-boot-utilities/blob/main/README.md,1,1
/quic/cbsp-boot-utilities/pull/9,1,1
/quic/cbsp-boot-utilities/pull/9/commits,1,1
