url_path,views_total,views_unique
/quic/qccsdk-qcc711,19,16
/quic/qccsdk-qcc711/tree/main/qcc711_sdk,11,9
/quic/qccsdk-qcc711/tree/main/qcc711_sdk/src,6,6
/quic/qccsdk-qcc711/tree/main/qcc711_sdk/bin,4,4
/quic/qccsdk-qcc711/tree/main/qcc711_sdk/src/peripherals,3,3
/quic/qccsdk-qcc711/tree/main/qcc711_sdk/tools,3,3
/quic/qccsdk-qcc711/tree/main/qcc711_sdk/qapi,3,2
/quic/qccsdk-qcc711/actions,3,1
/quic/qccsdk-qcc711/actions/runs/8997318880,3,1
/quic/qccsdk-qcc711/blob/main/qcc711_sdk/notice.txt,2,2
