time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-07 00:00:00+00:00,,,2,2
2025-01-08 00:00:00+00:00,1.0,1.0,27,3
2025-01-09 00:00:00+00:00,8.0,5.0,40,2
2025-01-12 00:00:00+00:00,,,1,1
2025-01-13 00:00:00+00:00,,,1,1
2025-01-15 00:00:00+00:00,3.0,3.0,10,5
