referrer,views_total,views_unique
github.com,21,5
statics.teams.cdn.office.net,20,8
Google,11,5
Bing,7,2
doc.rust-lang.net.cn,2,1
lists.nongnu.org,2,1
chatgpt.com,2,1
c-lby.top,1,1
qualcomm.com,1,1
