url_path,views_total,views_unique
/quic/cloud-ai-containers,44,17
/quic/cloud-ai-containers/blob/main/README.md,9,3
/quic/cloud-ai-containers/blob/main/LICENSE,2,2
/quic/cloud-ai-containers/stargazers,1,1
/quic/cloud-ai-containers/watchers,1,1
